7.264718000221117265e-09 8.363991606201285657e-09 9.631554499089375150e-09 1.109379414060993139e-08 1.278143843019862499e-08 1.473033980772816913e-08 1.698238680467395131e-08 1.958669377408276411e-08 2.260081864134010814e-08 2.609271130784817359e-08 3.014254448874319290e-08 3.484537797081223732e-08 4.031433745897505068e-08 4.668462308739064546e-08 5.411852637241212796e-08 6.281194149133296676e-08 7.300252115561786399e-08 8.498012993218289506e-08 9.910081231974521136e-08 1.158046704574545603e-07 1.356391442995258129e-07 1.592906133668025811e-07 1.876256965898260437e-07 2.217481221315965216e-07 2.630676241005236958e-07 3.134128299179983110e-07 3.751572595614408490e-07 4.514112260084520030e-07 5.462781762606834881e-07 6.651894592195915833e-07 8.153870614581798450e-07 1.006591819970800445e-06 1.251941654031051742e-06 1.569216090120048997e-06 1.982383349169200250e-06 2.523666816879910514e-06 3.236349003245781673e-06 4.178304513671243163e-06 5.425771216928294307e-06 7.077014251177603634e-06 9.255644782031673080e-06 1.211121945250290212e-05 1.581457495243186054e-05 2.054381158059384951e-05 2.645696660829639389e-05 3.364818803411798024e-05 4.208788885771650725e-05 5.155551900194103691e-05 6.158491318686038375e-05 6.827931308261265229e-05 7.166250594191103966e-05 7.284946151877527037e-05 7.136748356363169221e-05 6.716134264950425925e-05 6.066118344144875882e-05 5.268913990196098416e-05 4.422299488123026623e-05 3.611405916191274146e-05 2.888724422251965203e-05 2.270533474387245626e-05 1.748419455489830530e-05 1.306631615428986960e-05 9.348162242951726814e-06 6.310274795630077007e-06 3.970111395739166105e-06 2.315855455558032945e-06 1.270195653756770720e-06 6.979406622761573386e-07 4.413591706687614000e-07 3.580392556113736039e-07 3.441916108958473276e-07 3.395495502370545071e-07 3.192076855250478025e-07 2.803989298520296233e-07 2.303629513506998475e-07 1.781684990388742806e-07 1.306805542286176873e-07 9.151018986345327738e-08 6.153768166077062625e-08 3.993907171875709713e-08 2.512471679383842827e-08 1.537639663315333497e-08 9.184390877596746418e-09 5.369153567802062613e-09 3.079585602213373559e-09 1.736828458126517239e-09 9.650278250466902670e-10 5.291606143439394922e-10 2.867897006441378025e-10 1.538358911594925149e-10 8.176999920905462138e-11 4.311592720671762103e-11 2.257364481071937204e-11 1.174496899691388487e-11 6.077326978745917076e-12 3.129471802693929570e-12 1.604653591755852213e-12 8.197246873223599793e-13 4.173781174735110338e-13 2.119051155409427285e-13
8.352649090509142466e-09 9.616544831704787162e-09 1.107393206177377065e-08 1.275514989639966383e-08 1.469552788565893953e-08 1.693628754571518632e-08 1.952559041189545351e-08 2.251990593226806483e-08 2.598541160138488192e-08 3.000023310509479448e-08 3.465654935902475722e-08 4.006365573997033836e-08 4.635161896700471635e-08 5.367588589487049954e-08 6.222305177246343602e-08 7.221834656884125762e-08 8.393501223071198275e-08 9.770632139794485464e-08 1.139416371944305191e-07 1.331469681295847755e-07 1.559517345696511575e-07 1.831451027827265393e-07 2.157234695351450526e-07 2.549558480679032710e-07 3.024630827888966089e-07 3.603476404459744764e-07 4.313384790073411664e-07 5.190116851380421881e-07 6.280852031909497848e-07 7.648037356880384727e-07 9.374937678111109869e-07 1.157331844728263489e-06 1.439423305961400480e-06 1.804210193984334069e-06 2.279250027581249702e-06 2.901591723712808752e-06 3.720999456452642727e-06 4.804014719815715394e-06 6.238292279852112286e-06 8.136812893772505734e-06 1.064169909817253893e-05 1.392490449516193594e-05 1.818284976183971054e-05 2.362030728028516124e-05 3.041898226832364123e-05 3.868712335678008997e-05 4.839071456142687714e-05 5.927617910368778586e-05 7.080754229788993148e-05 7.850453190467695293e-05 8.239440294466920576e-05 8.375913861011487715e-05 8.205524941648159468e-05 7.721923108795550046e-05 6.974564264535994555e-05 6.057973745865367026e-05 5.084572927949409897e-05 4.152242093247738441e-05 3.321333545496699504e-05 2.610563730337275536e-05 2.010259096627775319e-05 1.502310105837733923e-05 1.074812462400185418e-05 7.255289571451107921e-06 4.564667965082386071e-06 2.662673742851009106e-06 1.460417745801703896e-06 8.024627587372027902e-07 5.074559818949248239e-07 4.116581649570498004e-07 3.957367048110989279e-07 3.903994768158672238e-07 3.670112952808303207e-07 3.223906677717704182e-07 2.648614522711873161e-07 2.048505101556661617e-07 1.502509056952186889e-07 1.052144978562685127e-07 7.075339096144962531e-08 4.592023385946010022e-08 2.888732286417368392e-08 1.767912183895924878e-08 1.055981888810854261e-08 6.173222526481455132e-09 3.540775427198704424e-09 1.996930840947839865e-09 1.109547577846698250e-09 6.084061597162211399e-10 3.297384846040034259e-10 1.768739015537411222e-10 9.401563309367940137e-11 4.957284100824007762e-11 2.595420699642773996e-11 1.350386070596794432e-11 6.987449407592321818e-12 3.598132187610339540e-12 1.844961733008516751e-12 9.424842117522445258e-13 4.798834183997124623e-13 2.436393925527623521e-13
9.603501850401359972e-09 1.105667247104787868e-08 1.273231089330084881e-08 1.466529965750472484e-08 1.689625907213404814e-08 1.947258376148574416e-08 2.244964765978465018e-08 2.589237674749590061e-08 2.987685888629804413e-08 3.449291938074775573e-08 3.984654128713334496e-08 4.606338736202244535e-08 5.329300226080801572e-08 6.171411150351007813e-08 7.154125354611232633e-08 8.303338715394143615e-08 9.650467294941366498e-08 1.123382919301826313e-07 1.310049101900414951e-07 1.530863119036522972e-07 1.793061741682663510e-07 2.105718419431415077e-07 2.480289235490501336e-07 2.931364679907016318e-07 3.477580428874554007e-07 4.143109603131289666e-07 4.959328412932121049e-07 5.967352934340897281e-07 7.221427764593472292e-07 8.793351426110537945e-07 1.077885774203635768e-06 1.330644909301446932e-06 1.654979918452772602e-06 2.074394060748225752e-06 2.620571639583974249e-06 3.336109713187634842e-06 4.278224731612586932e-06 5.523422927929447744e-06 7.172485642996837235e-06 9.355312932147098211e-06 1.223531082469254670e-05 1.601018392055139362e-05 2.090576826445695891e-05 2.715750275511596512e-05 3.497430524196958648e-05 4.448063707841840193e-05 5.563739062911104440e-05 6.815301714772243355e-05 8.141127877398296659e-05 9.026102110279395953e-05 9.473345580951208513e-05 9.630260348436847596e-05 9.434357844583685798e-05 8.878336111141773917e-05 8.019057045120144282e-05 6.965201694390614744e-05 5.846027464207140668e-05 4.774073197685938788e-05 3.818729694574547761e-05 3.001516534772590805e-05 2.311311569768167721e-05 1.727293226478039133e-05 1.235774428484747551e-05 8.341829168588231605e-06 5.248265025704988781e-06 3.061431374499590322e-06 1.679127379900273888e-06 9.226379634534711893e-07 5.834513134796157817e-07 4.733068894942811385e-07 4.550010346797460875e-07 4.488645375935794119e-07 4.219738383288451481e-07 3.706709739997906862e-07 3.045263570997298259e-07 2.355283493987769029e-07 1.727520620220372270e-07 1.209711272821894921e-07 8.134922073597230336e-08 5.279711904797995078e-08 3.321340679353050627e-08 2.032669697586913975e-08 1.214122726023447722e-08 7.097706646578187128e-09 4.071031763536177820e-09 2.295985430298976740e-09 1.275710202044962728e-09 6.995192932818901803e-10 3.791191558701574423e-10 2.033620182389499362e-10 1.080951377607732065e-10 5.699672349275596165e-11 2.984103232802800879e-11 1.552615889456540028e-11 8.033869101351514027e-12 4.136977772783781126e-12 2.121257712563823045e-12 1.083627839575984495e-12 5.517493279987537426e-13 2.801261006992545451e-13
1.104167377375639717e-08 1.271246375482144690e-08 1.463903712976870808e-08 1.686150025070935971e-08 1.942655648396281924e-08 2.238869799512391507e-08 2.581159118335133763e-08 2.976988493404582022e-08 3.435106156636632754e-08 3.965839802296124801e-08 4.581374867201301907e-08 5.296159466106726502e-08 6.127387538938606831e-08 7.095608099593939642e-08 8.225487759721470922e-08 9.546800356663735689e-08 1.109566656684675043e-07 1.291614268842956317e-07 1.506234361757006579e-07 1.760116004657252169e-07 2.061579681020706749e-07 2.421057593791954847e-07 2.851721377689520488e-07 3.370346446988464447e-07 3.998359174154880020e-07 4.763552591733298536e-07 5.702001485765958327e-07 6.860979047587764581e-07 8.302852988392785149e-07 1.011017365705527127e-06 1.239301099545584935e-06 1.529911055062478350e-06 1.902815356853929519e-06 2.385036879874213899e-06 3.013004679798838811e-06 3.835694766885651126e-06 4.918891814824729496e-06 6.350558983660850652e-06 8.246569876136110094e-06 1.075627751285983627e-05 1.406755865466891795e-05 1.840772520861009827e-05 2.403643374321702770e-05 3.122438233440108881e-05 4.021177706843098260e-05 5.114172054777264267e-05 6.396925177413455104e-05 7.835916440851669414e-05 9.360293834046266566e-05 1.037780902190244930e-04 1.089203406771163939e-04 1.107245232092390961e-04 1.084721647272504771e-04 1.020793037172316585e-04 9.219970889516991715e-05 8.008294663081856949e-05 6.721516486987687831e-05 5.489029084764209058e-05 4.390615432018763321e-05 3.451018101283782961e-05 2.657449436319094774e-05 1.985969681902384926e-05 1.420841987424636046e-05 9.591088642766641521e-06 6.034237492425417026e-06 3.519906913879044807e-06 1.930590910630398392e-06 1.060810501067194434e-06 6.708275575708569129e-07 5.441879529353162666e-07 5.231406093008052722e-07 5.160851528252501723e-07 4.851674176906008875e-07 4.261816094328770698e-07 3.501313748472823791e-07 2.708004233023030037e-07 1.986229342587791963e-07 1.390874293855275499e-07 9.353185481912423715e-08 6.070386877750425746e-08 3.818735374489948112e-08 2.337076596624696077e-08 1.395946312134841311e-08 8.160639008508697572e-09 4.680697839499178196e-09 2.639825609362739704e-09 1.466756877870703273e-09 8.042772737126876583e-10 4.358949366419785306e-10 2.338169197570718457e-10 1.242831486542533009e-10 6.553238520156432706e-11 3.430993735308776829e-11 1.785131057140248784e-11 9.236997549695223243e-12 4.756519292323212608e-12 2.438930965180340379e-12 1.245908720770366590e-12 6.343776637424008772e-13 3.220769501617160647e-13
1.269521567440933451e-08 1.461621403773318570e-08 1.683130046365485365e-08 1.938658738860762291e-08 2.233577217938923247e-08 2.574150740587905547e-08 2.967699373225551884e-08 3.422805895281926837e-08 3.949528616918493397e-08 4.559741833292692411e-08 5.267455783768029524e-08 6.089282225139528012e-08 7.044989928908562465e-08 8.158205164685830482e-08 9.457288413017902323e-08 1.097647218266088894e-07 1.275728626130598711e-07 1.485038441483073238e-07 1.731798527038628448e-07 2.023699640650824714e-07 2.370308257479037555e-07 2.783618797582554762e-07 3.278775338214182404e-07 3.875065392170058166e-07 4.597123913725265423e-07 5.476905895711106100e-07 6.555888270126474090e-07 7.888423316552997341e-07 9.546218226456524517e-07 1.162418517396167708e-06 1.424887693131280623e-06 1.759016370036376993e-06 2.187762865638909237e-06 2.742196705827287752e-06 3.464202196009860029e-06 4.410089508937581598e-06 5.655494583905981189e-06 7.301553128766452919e-06 9.481491035411780373e-06 1.236702735388813516e-05 1.617417409025586060e-05 2.116428425066677608e-05 2.763589978627569550e-05 3.590025843734073329e-05 4.623354058662632840e-05 5.880028248057904790e-05 7.354879423156114192e-05 9.009367512441746376e-05 1.076203040708252710e-04 1.193193866349691990e-04 1.252317744688072625e-04 1.273062041427519553e-04 1.247165977313657360e-04 1.173664109892317160e-04 1.060073125635120633e-04 9.207599803924304853e-05 7.728117890729443659e-05 6.311056236428726912e-05 5.048146428152398618e-05 3.967836788514827708e-05 3.055424768113347556e-05 2.283385458094582327e-05 1.633625253158082536e-05 1.102743739053073218e-05 6.937917430825999437e-06 4.047043909812407404e-06 2.219713655968943633e-06 1.219675680274643471e-06 7.712891111798911875e-07 6.256839662026899702e-07 6.014845576232667182e-07 5.933725288802353524e-07 5.578246921763157064e-07 4.900053714724358773e-07 4.025660841109848941e-07 3.113547550327464880e-07 2.283681642657377240e-07 1.599167839733442694e-07 1.075389297622826040e-07 6.979471339363570736e-08 4.390618628218523717e-08 2.687070684597309575e-08 1.604999321287624342e-08 9.382753294381729212e-09 5.381665865420267900e-09 3.035158356973261586e-09 1.686414177806610850e-09 9.247235179880602313e-10 5.011732990503149257e-10 2.688326611941913458e-10 1.428954299461169936e-10 7.534632313691103870e-11 3.944809270952126015e-11 2.052467022530114641e-11 1.062030301230210473e-11 5.468841539295030022e-12 2.804178032518654082e-12 1.432492309381716307e-12 7.293801753424683924e-13 3.703102348182634905e-13
1.459637867581712375e-08 1.680505455531512574e-08 1.935185933816196101e-08 2.228981095873358619e-08 2.568064813479907027e-08 2.959640586063384381e-08 3.412124681635893015e-08 3.935385173352247065e-08 4.540986633132162043e-08 5.242581557293886883e-08 6.056278248009889760e-08 7.001176103964957100e-08 8.100004301126383869e-08 9.379927172286327275e-08 1.087355220814932664e-07 1.262023825170544445e-07 1.466773418567379099e-07 1.707427917333202748e-07 1.991140904950835589e-07 2.326754822871705450e-07 2.725268714941803008e-07 3.200473146083371648e-07 3.769779990345380584e-07 4.455365019228029735e-07 5.285552222514882065e-07 6.297081758480381529e-07 7.537641615844580282e-07 9.069723175731840342e-07 1.097577159472659766e-06 1.336491192729436883e-06 1.638264790114693785e-06 2.022428728454798595e-06 2.515379264688331841e-06 3.152838521147075402e-06 3.982962932303471179e-06 5.070495066843087981e-06 6.502397280909104447e-06 8.394950334032043814e-06 1.090133084288538490e-05 1.421897315344110264e-05 1.859623776910214628e-05 2.433361654324944339e-05 3.177436016612461035e-05 4.127631737688793636e-05 5.315703082224953725e-05 6.760568120563512735e-05 8.456284344729893666e-05 1.035854071446720806e-04 1.237367624342066124e-04 1.371880369807725042e-04 1.439859115526239764e-04 1.463710785009095607e-04 1.433937377601201537e-04 1.349428751335739348e-04 1.218827183040815758e-04 1.058651153081357105e-04 8.885467243249899202e-05 7.256189844820050633e-05 5.804149100312626163e-05 4.562054165719143741e-05 3.513000877417126052e-05 2.625342268569849904e-05 1.878275022191739315e-05 1.267889460405369953e-05 7.976933194168455947e-06 4.653125390667015956e-06 2.552135601661704215e-06 1.402332477570703347e-06 8.867956249857535790e-07 7.193845970336374517e-07 6.915610546216256663e-07 6.822342347269030238e-07 6.413629210184207185e-07 5.633872156243873460e-07 4.628532857600916827e-07 3.579824054524095838e-07 2.625679686249002398e-07 1.838654926972614785e-07 1.236436703379212128e-07 8.024698061358403376e-08 5.048145695234093414e-08 3.089479002632892623e-08 1.845359572309913723e-08 1.078788822905472347e-08 6.187609008251519510e-09 3.489695076533360559e-09 1.938966758398897229e-09 1.063207460916208768e-09 5.762275678120959220e-10 3.090922619632520257e-10 1.642950339008182335e-10 8.662996848440692835e-11 4.535572349078505503e-11 2.359838451662175097e-11 1.221076829380690674e-11 6.287839093089259674e-12 3.224123433510406289e-12 1.647018109153962036e-12 8.386099836664853622e-13 4.257667939402657068e-13
1.678224307674505526e-08 1.932167644591820067e-08 2.224987469208504834e-08 2.562779534221522760e-08 2.952642264744638001e-08 3.402857903405032873e-08 3.923103074156600832e-08 4.524723613522101855e-08 5.221015915351308496e-08 6.027676956655745547e-08 6.963227279922334229e-08 8.049626440173026981e-08 9.313007324563207789e-08 1.078460213500465515e-07 1.250190133705183734e-07 1.451015774040395850e-07 1.686427058529636324e-07 1.963120028333146649e-07 2.289319504371084991e-07 2.675192064670886766e-07 3.133383833871423736e-07 3.679750473714751098e-07 4.334311230111997687e-07 5.122562611859277537e-07 6.077070031909934502e-07 7.240075323515754013e-07 8.666407551256565130e-07 1.042791591375294977e-06 1.261939139646455052e-06 1.536630012861534846e-06 1.883593444283320232e-06 2.325284858500281714e-06 2.892053233538974570e-06 3.624969956120025296e-06 4.579402775952867331e-06 5.829789324248277522e-06 7.476114392877272015e-06 9.652071636091388406e-06 1.253377590337762307e-05 1.634822761389456307e-05 2.138097992084507878e-05 2.797752464984747865e-05 3.653251667453936323e-05 4.745739636839702404e-05 6.111726367719134598e-05 7.772963572987175423e-05 9.722619570020011172e-05 1.190974832469656115e-04 1.422666331295144423e-04 1.577325582074232103e-04 1.655485483730947168e-04 1.682910124395336614e-04 1.648678963420550957e-04 1.551515451653328725e-04 1.401355993612193461e-04 1.217192791128298584e-04 1.021614085999698174e-04 8.342866652070591151e-05 6.673370853431672095e-05 5.245261703402330066e-05 4.039103779920622249e-05 3.018510747821755562e-05 2.159563758352916099e-05 1.457767595267471109e-05 9.171553374051008375e-06 5.349974499573658520e-06 2.934341442837491749e-06 1.612343997839233935e-06 1.019600232022633083e-06 8.271175785551654177e-07 7.951271297197875964e-07 7.844036086894778524e-07 7.374116094403001108e-07 6.477585403276730240e-07 5.321689544330304511e-07 4.115929041881178592e-07 3.018894568270551432e-07 2.114007047090898597e-07 1.421602192801187165e-07 9.226455461473460759e-08 5.804142430813749647e-08 3.552151002115565505e-08 2.121715573082095047e-08 1.240345259121698365e-08 7.114248107046227753e-09 4.012302018035987634e-09 2.229340938450213974e-09 1.222430384031061770e-09 6.625217580974360831e-10 3.553810289683352267e-10 1.888993826601472628e-10 9.960342071028225335e-11 5.214806425518453652e-11 2.713240945851212551e-11 1.403941707422835469e-11 7.229487348810645354e-12 3.706958635994935394e-12 1.893670666030636598e-12 9.641977278643436682e-13 4.895283642695162361e-13
1.929544134340139758e-08 2.221516314067568162e-08 2.558186849521367802e-08 2.946564346718047542e-08 3.394810233704119266e-08 3.912447035583368170e-08 4.510600466795151604e-08 5.202315416660504600e-08 6.002879436161224352e-08 6.930340133759797187e-08 8.005991512955183600e-08 9.255081577398541811e-08 1.070765660931237689e-07 1.239962581371699749e-07 1.437409381822434299e-07 1.668308996693112448e-07 1.938973455395929819e-07 2.257101515468261464e-07 2.632149640693795620e-07 3.075806818351718794e-07 3.602612882598306768e-07 4.230797810667280383e-07 4.983378635180815393e-07 5.889669828728450818e-07 6.987113316092694211e-07 8.324276384360775006e-07 9.964198428119938221e-07 1.198948763548896446e-06 1.450912940205103824e-06 1.766737774682217675e-06 2.165657608955683382e-06 2.673490430147630343e-06 3.325129787449856967e-06 4.167797301544125060e-06 5.265151838147806400e-06 6.702777804488125571e-06 8.595632376161670683e-06 1.109742949508164952e-05 1.441065706987964537e-05 1.879630896649809143e-05 2.458270050014161272e-05 3.216706227721009397e-05 4.200315148797089407e-05 5.456402627512783361e-05 7.026946690885823004e-05 8.936957222516454140e-05 1.117858044887064202e-04 1.369324199315816507e-04 1.635712964493652691e-04 1.813536534916444884e-04 1.903402569736671146e-04 1.934935586365896362e-04 1.895579421219158558e-04 1.783866147202090848e-04 1.611220064585340995e-04 1.399477542001124853e-04 1.174609626084931093e-04 9.592284653266462593e-05 7.672767807066064086e-05 6.030786928874303621e-05 4.643996347697180272e-05 3.470560602084306676e-05 2.482978710018466680e-05 1.676082216582854681e-05 1.054508228123771434e-05 6.151185188698679071e-06 3.373787111576732597e-06 1.853806992093160596e-06 1.172293502246714567e-06 9.509843617355156599e-07 9.142029392057503786e-07 9.018735691059321023e-07 8.478442944657506078e-07 7.447651087779909810e-07 6.118651780858962518e-07 4.732319917598774714e-07 3.470996445499731030e-07 2.430595293177320039e-07 1.634497652423189927e-07 1.060818531775409969e-07 6.673355482416464982e-08 4.084111662000933591e-08 2.439457977806743125e-08 1.426095986621498735e-08 8.179658332551049065e-09 4.613173227650626549e-09 2.563200794038797852e-09 1.405498107887264924e-09 7.617391331380596316e-10 4.086018750524245808e-10 2.171884105980337741e-10 1.145197408767294689e-10 5.995760681661243020e-11 3.119567993054593518e-11 1.614191906216600746e-11 8.312154135727587665e-12 4.262101840566060086e-12 2.177261192389069421e-12 1.108593125829866538e-12 5.628386804702654445e-13
2.218498930593140912e-08 2.554194733084410533e-08 2.941282240958046842e-08 3.387820609568564616e-08 3.903192451507834365e-08 4.498346635039163904e-08 5.186074959894642657e-08 5.981375792108107117e-08 6.901826006707172806e-08 7.968175834678159573e-08 9.204908047195773692e-08 1.064105151694807842e-07 1.231115191912190640e-07 1.425649579929444931e-07 1.652664261144425181e-07 1.918141294178916630e-07 2.229337914047405979e-07 2.595105738298228654e-07 3.026317294442667453e-07 3.536411936022701994e-07 4.142106759144576844e-07 4.864361568693780858e-07 5.729640047750882278e-07 6.771646297510280823e-07 8.033428921912834928e-07 9.570827763780213838e-07 1.145632187480021685e-06 1.378488936694570520e-06 1.668183537081608520e-06 2.031301491715498835e-06 2.489957340912825096e-06 3.073835106832335426e-06 3.823053362189267703e-06 4.791904843300589666e-06 6.053580993979615550e-06 7.706482054068995225e-06 9.882779467847740864e-06 1.275920523340835669e-05 1.656856942786558574e-05 2.161094964988733737e-05 2.826382685476762162e-05 3.698391833935489982e-05 4.829293459215390911e-05 6.273477976271712303e-05 8.079210451161219575e-05 1.027524709724515577e-04 1.285255930718558334e-04 1.574380234448592329e-04 1.880662373983154408e-04 2.085120253550356694e-04 2.188445864231647418e-04 2.224702947607953103e-04 2.179454708213688860e-04 2.051013114579233764e-04 1.852513137123858677e-04 1.609061229609363216e-04 1.350517860744083565e-04 1.102881668480922798e-04 8.821835626245038233e-05 6.933953462156719873e-05 5.339478552424694436e-05 3.990310258721525328e-05 2.854828978151515104e-05 1.927092179283018702e-05 1.212431468038158496e-05 7.072387478099874435e-06 3.879045261367921689e-06 2.131431789604547796e-06 1.347853980740275006e-06 1.093401107195839817e-06 1.051111171132302264e-06 1.036935488403481773e-06 9.748150910300605344e-07 8.562991524597845773e-07 7.034965331237737908e-07 5.441020189097551247e-07 3.990804159120359173e-07 2.794595134317606678e-07 1.879275885256219028e-07 1.219684004739588399e-07 7.672739951600582844e-08 4.695737537862461942e-08 2.804784741377515628e-08 1.639664297076918734e-08 9.404621773231041466e-09 5.304029398739588660e-09 2.947058644945163320e-09 1.615981575642059373e-09 8.758150386561470862e-10 4.697929315462347721e-10 2.497139260758304523e-10 1.316698879232292471e-10 6.893668466315839549e-11 3.586745433769975996e-11 1.855928577504207692e-11 9.556958003264947066e-12 4.900381693390186667e-12 2.503321415172605905e-12 1.274612758675149298e-12 6.471277355402261603e-13
2.550724174314299847e-08 2.936691114393294270e-08 3.381745751269602755e-08 3.895154105579008274e-08 4.487703839246013401e-08 5.171983417931393275e-08 5.962700212629233696e-08 6.877098584973431999e-08 7.935387546172708965e-08 9.161424643547690441e-08 1.058335890519922435e-07 1.223456622134484056e-07 1.415476539585704607e-07 1.639142550813684927e-07 1.900152736736255123e-07 2.205384942873228182e-07 2.563183140083904240e-07 2.983724428126774582e-07 3.479509428962743785e-07 4.065989946485146873e-07 4.762386341037970613e-07 5.592796979019031348e-07 6.587648253807685574e-07 7.785691137986340419e-07 9.236420389603991607e-07 1.100403728659769690e-06 1.317187389203181773e-06 1.584913032833478418e-06 1.917987494358882618e-06 2.335479802721164826e-06 2.862815936641440405e-06 3.534124793842208473e-06 4.395532283906771636e-06 5.509460997779545822e-06 6.960062275750678843e-06 8.860471118954212012e-06 1.136265075566961073e-05 1.466979781362099896e-05 1.904958491177720240e-05 2.484702582436780537e-05 3.249612944163617003e-05 4.252200785726106282e-05 5.552450133476527906e-05 7.212897043692714446e-05 9.289035322041020977e-05 1.181392884842912667e-04 1.477719866828540105e-04 1.810141676587380876e-04 2.162291435788989526e-04 2.397373581654149547e-04 2.516174919469558145e-04 2.557864103691702114e-04 2.505841985957773946e-04 2.358167380675533294e-04 2.129942049250256120e-04 1.850032228144888008e-04 1.552770300821225272e-04 1.268048597350759108e-04 1.014298991598309633e-04 7.972380009936949803e-05 6.139117709182758016e-05 4.587898936766500040e-05 3.282368626264635391e-05 2.215694225675262982e-05 1.394005866131136722e-05 8.131552460773416595e-06 4.459972550118148628e-06 2.450634205220316421e-06 1.549706295864806694e-06 1.257145816039798869e-06 1.208522351314840694e-06 1.192223888886065747e-06 1.120800711331803626e-06 9.845362826982638520e-07 8.088504096907250818e-07 6.255854011279781801e-07 4.588457266216148914e-07 3.213106882070071405e-07 2.160711620417163809e-07 1.402340847167838941e-07 8.821790138512090797e-08 5.398959177313879981e-08 3.224822022333859595e-08 1.885216104223949891e-08 1.081303282622261586e-08 6.098346503574999188e-09 3.388402087874911390e-09 1.857986509785043341e-09 1.006974654638721054e-09 5.401477984955263449e-10 2.871103752217084128e-10 1.513883942071709230e-10 7.926044441815359410e-11 4.123886064492518657e-11 2.133867051889515655e-11 1.098818016354940445e-11 5.634248511626474351e-12 2.878211478581294774e-12 1.465495011328296354e-12 7.440396744162318658e-13
