q(MeV) 1s_{1/2} 2s_{1/2} 2p_{1/2} 2p_{3/2} 3s_{1/2} 3p_{1/2} 3p_{3/2} 3d_{3/2} 3d_{5/2} 4s_{1/2} 4p_{1/2} 4p_{3/2} 4d_{3/2} 4d_{5/2} 5s_{1/2} 5p_{1/2} 5p_{3/2} Sum
0.00296828 2.50655e-07 6.72538e-06 1.34633e-05 3.053e-05 0.000103485 0.000196095 0.00050305 0.00265308 0.0041668 0.0014069 0.00359228 0.00977304 1.00974 1.73422 0.381494 1.31769 2.9623 7.42789
0.00298123 2.52847e-07 6.78419e-06 1.35811e-05 3.07973e-05 0.000104401 0.000197862 0.000507574 0.00267561 0.00420216 0.00141841 0.00363932 0.00989675 1.01666 1.74594 0.386755 1.31838 2.9612 7.45163
0.00299423 2.55057e-07 6.84351e-06 1.37e-05 3.10669e-05 0.000105326 0.000199646 0.00051214 0.00269833 0.00423782 0.00143 0.00368702 0.0100222 1.02362 1.75771 0.392065 1.31894 2.9598 7.47508
0.00300729 2.57287e-07 6.90335e-06 1.38198e-05 3.13388e-05 0.000106259 0.000201446 0.000516748 0.00272124 0.00427378 0.00144168 0.00373541 0.0101493 1.03061 1.76953 0.397423 1.31938 2.95809 7.49823
0.00302041 2.59537e-07 6.96371e-06 1.39407e-05 3.16131e-05 0.0001072 0.000203263 0.000521399 0.00274433 0.00431003 0.00145346 0.00378449 0.0102783 1.03762 1.7814 0.40283 1.31969 2.95608 7.52108
0.00303358 2.61806e-07 7.0246e-06 1.40627e-05 3.18899e-05 0.00010815 0.000205097 0.000526093 0.00276762 0.00434657 0.00146534 0.00383427 0.010409 1.04467 1.79332 0.408285 1.31988 2.95375 7.54363
0.00304681 2.64095e-07 7.08603e-06 1.41858e-05 3.2169e-05 0.000109108 0.000206948 0.000530829 0.0027911 0.00438342 0.0014773 0.00388477 0.0105415 1.05175 1.80529 0.413787 1.31994 2.95112 7.56587
0.0030601 2.66404e-07 7.14799e-06 1.43099e-05 3.24506e-05 0.000110074 0.000208816 0.00053561 0.00281477 0.00442056 0.00148937 0.00393599 0.0106759 1.05886 1.8173 0.419337 1.31988 2.94818 7.5878
0.00307344 2.68733e-07 7.21049e-06 1.44351e-05 3.27347e-05 0.00011105 0.000210701 0.000540435 0.00283863 0.00445802 0.00150153 0.00398794 0.0108121 1.066 1.82936 0.424933 1.31968 2.94493 7.60943
0.00308685 2.71083e-07 7.27354e-06 1.45614e-05 3.30212e-05 0.000112034 0.000212604 0.000545304 0.00286269 0.00449578 0.00151379 0.00404063 0.0109503 1.07317 1.84147 0.430576 1.31936 2.94137 7.63074
0.00310031 2.73453e-07 7.33714e-06 1.46888e-05 3.33103e-05 0.000113027 0.000214524 0.000550218 0.00288694 0.00453384 0.00152614 0.00409408 0.0110903 1.08037 1.85363 0.436264 1.31892 2.9375 7.65175
0.00311383 2.75844e-07 7.4013e-06 1.48173e-05 3.36019e-05 0.000114029 0.000216463 0.000555178 0.0029114 0.00457222 0.0015386 0.0041483 0.0112324 1.0876 1.86583 0.441998 1.31834 2.93332 7.67244
0.00312741 2.78256e-07 7.46601e-06 1.4947e-05 3.38961e-05 0.00011504 0.000218419 0.000560184 0.00293605 0.00461092 0.00155116 0.00420329 0.0113764 1.09486 1.87809 0.447777 1.31763 2.92883 7.69281
0.00314105 2.80689e-07 7.5313e-06 1.50778e-05 3.41928e-05 0.00011606 0.000220394 0.000565236 0.00296091 0.00464993 0.00156382 0.00425908 0.0115224 1.10214 1.89038 0.453599 1.3168 2.92403 7.71287
0.00315475 2.83143e-07 7.59715e-06 1.52097e-05 3.44922e-05 0.000117089 0.000222387 0.000570335 0.00298597 0.00468925 0.00157658 0.00431567 0.0116704 1.10946 1.90272 0.459466 1.31583 2.91893 7.73261
0.00316851 2.85618e-07 7.66358e-06 1.53428e-05 3.47941e-05 0.000118128 0.000224398 0.000575481 0.00301124 0.0047289 0.00158944 0.00437307 0.0118205 1.11681 1.91511 0.465375 1.31474 2.91352 7.75204
0.00318233 2.88116e-07 7.7306e-06 1.5477e-05 3.50987e-05 0.000119176 0.000226428 0.000580675 0.00303671 0.00476888 0.00160241 0.00443129 0.0119727 1.12418 1.92754 0.471326 1.31351 2.9078 7.77115
0.00319621 2.90635e-07 7.79819e-06 1.56125e-05 3.5406e-05 0.000120233 0.000228478 0.000585917 0.00306239 0.00480918 0.00161548 0.00449036 0.0121271 1.13158 1.94001 0.477319 1.31216 2.90177 7.78994
0.00321015 2.93176e-07 7.86638e-06 1.57491e-05 3.5716e-05 0.0001213 0.000230546 0.000591208 0.00308828 0.0048498 0.00162866 0.00455027 0.0122836 1.13901 1.95253 0.483352 1.31067 2.89544 7.80842
0.00322415 2.95739e-07 7.93517e-06 1.58869e-05 3.60287e-05 0.000122376 0.000232633 0.000596547 0.00311438 0.00489076 0.00164194 0.00461104 0.0124423 1.14647 1.9651 0.489426 1.30906 2.88881 7.82657
0.00323821 2.98325e-07 8.00456e-06 1.60259e-05 3.63441e-05 0.000123462 0.00023474 0.000601937 0.00314069 0.00493205 0.00165534 0.00467269 0.0126032 1.15395 1.9777 0.495538 1.30731 2.88188 7.84441
0.00325234 3.00933e-07 8.07455e-06 1.61661e-05 3.66623e-05 0.000124558 0.000236867 0.000607376 0.00316722 0.00497368 0.00166884 0.00473523 0.0127664 1.16146 1.99035 0.501688 1.30544 2.87465 7.86192
0.00326652 3.03564e-07 8.14516e-06 1.63076e-05 3.69833e-05 0.000125664 0.000239013 0.000612866 0.00319396 0.00501564 0.00168245 0.00479867 0.0129318 1.169 2.00303 0.507876 1.30343 2.86712 7.87913
0.00328077 3.06219e-07 8.21638e-06 1.64503e-05 3.73071e-05 0.00012678 0.00024118 0.000618407 0.00322092 0.00505795 0.00169618 0.00486303 0.0130996 1.17656 2.01576 0.5141 1.3013 2.8593 7.89601
0.00329508 3.08896e-07 8.28823e-06 1.65943e-05 3.76338e-05 0.000127906 0.000243367 0.000623999 0.0032481 0.0051006 0.00171001 0.00492831 0.0132697 1.18416 2.02853 0.52036 1.29904 2.85118 7.91258
0.00330945 3.11597e-07 8.36071e-06 1.67395e-05 3.79633e-05 0.000129042 0.000245574 0.000629644 0.0032755 0.00514359 0.00172396 0.00499453 0.0134422 1.19177 2.04134 0.526654 1.29664 2.84277 7.92883
0.00332388 3.14321e-07 8.43382e-06 1.6886e-05 3.82957e-05 0.000130188 0.000247802 0.000635341 0.00330313 0.00518693 0.00173803 0.00506171 0.0136172 1.19941 2.05419 0.532981 1.29413 2.83408 7.94477
0.00333838 3.17069e-07 8.50756e-06 1.70337e-05 3.8631e-05 0.000131344 0.000250051 0.000641091 0.00333097 0.00523063 0.00175221 0.00512986 0.0137946 1.20708 2.06707 0.53934 1.29148 2.82509 7.96039
0.00335294 3.19842e-07 8.58196e-06 1.71828e-05 3.89693e-05 0.000132511 0.00025232 0.000646895 0.00335905 0.00527467 0.0017665 0.005199 0.0139745 1.21477 2.08 0.54573 1.28871 2.81583 7.97571
0.00336756 3.22638e-07 8.65701e-06 1.73332e-05 3.93105e-05 0.000133689 0.000254611 0.000652753 0.00338735 0.00531908 0.00178092 0.00526913 0.0141569 1.22249 2.09296 0.55215 1.28581 2.80629 7.99071
0.00338225 3.25459e-07 8.73271e-06 1.74848e-05 3.96547e-05 0.000134877 0.000256924 0.000658665 0.00341588 0.00536384 0.00179545 0.00534028 0.0143418 1.23023 2.10596 0.558598 1.28278 2.79646 8.00541
0.003397 3.28305e-07 8.80907e-06 1.76379e-05 4.00019e-05 0.000136076 0.000259258 0.000664632 0.00344464 0.00540896 0.00181011 0.00541245 0.0145294 1.238 2.11899 0.565074 1.27963 2.78637 8.0198
0.00341182 3.31175e-07 8.8861e-06 1.77922e-05 4.03522e-05 0.000137286 0.000261614 0.000670656 0.00347363 0.00545445 0.00182488 0.00548567 0.0147196 1.24579 2.13206 0.571575 1.27636 2.776 8.03388
0.0034267 3.34071e-07 8.96381e-06 1.79479e-05 4.07056e-05 0.000138507 0.000263992 0.000676735 0.00350285 0.00550031 0.00183978 0.00555994 0.0149125 1.2536 2.14516 0.578102 1.27296 2.76537 8.04766
0.00344164 3.36992e-07 9.04219e-06 1.8105e-05 4.1062e-05 0.000139738 0.000266393 0.000682871 0.00353232 0.00554653 0.00185481 0.00563529 0.0151081 1.26143 2.1583 0.584651 1.26944 2.75448 8.06115
0.00345665 3.39939e-07 9.12127e-06 1.82634e-05 4.14216e-05 0.000140981 0.000268816 0.000689065 0.00356202 0.00559313 0.00186996 0.00571173 0.0153064 1.26929 2.17147 0.591223 1.2658 2.74333 8.07433
0.00347173 3.42911e-07 9.20103e-06 1.84233e-05 4.17843e-05 0.000142236 0.000271262 0.000695317 0.00359195 0.0056401 0.00188523 0.00578928 0.0155076 1.27717 2.18468 0.597814 1.26204 2.73192 8.08722
0.00348687 3.45909e-07 9.28149e-06 1.85845e-05 4.21502e-05 0.000143501 0.000273731 0.000701627 0.00362214 0.00568744 0.00190064 0.00586794 0.0157115 1.28507 2.19791 0.604425 1.25817 2.72027 8.09982
0.00350208 3.48934e-07 9.36265e-06 1.87472e-05 4.25194e-05 0.000144778 0.000276223 0.000707995 0.00365256 0.00573517 0.00191617 0.00594775 0.0159184 1.29299 2.21118 0.611052 1.25417 2.70837 8.11213
0.00351735 3.51985e-07 9.44453e-06 1.89112e-05 4.28917e-05 0.000146067 0.000278738 0.000714424 0.00368323 0.00578329 0.00193184 0.00602871 0.0161281 1.30094 2.22448 0.617696 1.25006 2.69622 8.12416
0.00353269 3.55062e-07 9.52712e-06 1.90768e-05 4.32674e-05 0.000147367 0.000281278 0.000720913 0.00371414 0.00583178 0.00194764 0.00611084 0.0163408 1.3089 2.2378 0.624353 1.24584 2.68384 8.1359
0.0035481 3.58167e-07 9.61043e-06 1.92437e-05 4.36463e-05 0.000148679 0.000283841 0.000727463 0.0037453 0.00588067 0.00196357 0.00619416 0.0165565 1.31688 2.25116 0.631022 1.2415 2.67123 8.14736
0.00356358 3.61298e-07 9.69448e-06 1.94121e-05 4.40285e-05 0.000150003 0.000286428 0.000734074 0.00377671 0.00592995 0.00197964 0.00627868 0.0167752 1.32488 2.26454 0.637702 1.23705 2.65839 8.15855
0.00357912 3.64458e-07 9.77925e-06 1.95821e-05 4.44141e-05 0.000151339 0.00028904 0.000740747 0.00380838 0.00597962 0.00199584 0.00636443 0.016997 1.3329 2.27795 0.644391 1.23249 2.64533 8.16946
0.00359473 3.67644e-07 9.86477e-06 1.97534e-05 4.48031e-05 0.000152687 0.000291676 0.000747483 0.0038403 0.00602969 0.00201219 0.00645142 0.017222 1.34094 2.29138 0.651087 1.22782 2.63205 8.1801
0.00361041 3.70859e-07 9.95104e-06 1.99263e-05 4.51955e-05 0.000154047 0.000294338 0.000754282 0.00387247 0.00608015 0.00202867 0.00653966 0.0174501 1.349 2.30484 0.657787 1.22304 2.61856 8.19048
0.00362615 3.74102e-07 1.00381e-05 2.01007e-05 4.55914e-05 0.00015542 0.000297024 0.000761145 0.0039049 0.00613103 0.0020453 0.00662919 0.0176814 1.35707 2.31832 0.664491 1.21816 2.60487 8.2006
0.00364197 3.77373e-07 1.01258e-05 2.02767e-05 4.59907e-05 0.000156805 0.000299736 0.000768072 0.00393759 0.0061823 0.00206207 0.00672001 0.0179159 1.36516 2.33183 0.671196 1.21318 2.59097 8.21046
0.00365785 3.80672e-07 1.02144e-05 2.04542e-05 4.63935e-05 0.000158203 0.000302473 0.000775064 0.00397054 0.00623399 0.00207898 0.00681214 0.0181538 1.37327 2.34536 0.677901 1.2081 2.57688 8.22007
0.00367381 3.84001e-07 1.03037e-05 2.06332e-05 4.67998e-05 0.000159613 0.000305236 0.000782122 0.00400375 0.00628608 0.00209605 0.00690561 0.018395 1.38139 2.35891 0.684602 1.20291 2.5626 8.22942
0.00368983 3.87358e-07 1.03938e-05 2.08138e-05 4.72098e-05 0.000161036 0.000308026 0.000789247 0.00403723 0.00633859 0.00211326 0.00700043 0.0186396 1.38953 2.37248 0.691299 1.19763 2.54814 8.23854
0.00370592 3.90745e-07 1.04847e-05 2.0996e-05 4.76233e-05 0.000162473 0.000310842 0.000796439 0.00407097 0.00639152 0.00213062 0.00709662 0.0188876 1.39768 2.38607 0.697988 1.19225 2.53349 8.24741
0.00372208 3.94162e-07 1.05764e-05 2.11798e-05 4.80404e-05 0.000163922 0.000313684 0.000803698 0.00410498 0.00644487 0.00214814 0.0071942 0.0191392 1.40585 2.39967 0.704669 1.18678 2.51868 8.25605
0.00373832 3.97608e-07 1.06689e-05 2.13652e-05 4.84612e-05 0.000165384 0.000316554 0.000811026 0.00413927 0.00649864 0.00216581 0.00729319 0.0193942 1.41403 2.4133 0.711338 1.18122 2.5037 8.26445
0.00375462 4.01085e-07 1.07622e-05 2.15522e-05 4.88857e-05 0.00016686 0.000319451 0.000818423 0.00417382 0.00655283 0.00218363 0.00739362 0.0196529 1.42223 2.42694 0.717993 1.17556 2.48856 8.27263
0.003771 4.04592e-07 1.08563e-05 2.17408e-05 4.9314e-05 0.000168349 0.000322375 0.00082589 0.00420865 0.00660746 0.00220162 0.00749549 0.0199152 1.43043 2.44059 0.724633 1.16982 2.47327 8.28058
0.00378744 4.0813e-07 1.09513e-05 2.19311e-05 4.97459e-05 0.000169852 0.000325327 0.000833427 0.00424376 0.00666252 0.00221976 0.00759884 0.0201812 1.43865 2.45426 0.731255 1.164 2.45784 8.28832
0.00380396 4.11699e-07 1.10471e-05 2.21231e-05 5.01817e-05 0.000171369 0.000328307 0.000841035 0.00427914 0.00671801 0.00223807 0.00770368 0.0204509 1.44688 2.46795 0.737855 1.15809 2.44226 8.29584
0.00382055 4.15298e-07 1.11437e-05 2.23168e-05 5.06213e-05 0.000172899 0.000331316 0.000848715 0.0043148 0.00677394 0.00225654 0.00781004 0.0207244 1.45512 2.48164 0.744434 1.1521 2.42654 8.30316
0.00383722 4.1893e-07 1.12411e-05 2.25121e-05 5.10648e-05 0.000174443 0.000334352 0.000856468 0.00435075 0.00683031 0.00227518 0.00791793 0.0210018 1.46337 2.49535 0.750986 1.14604 2.4107 8.31027
0.00385395 4.22593e-07 1.13394e-05 2.27092e-05 5.15121e-05 0.000176002 0.000337418 0.000864294 0.00438698 0.00688713 0.00229399 0.00802738 0.021283 1.47163 2.50906 0.757511 1.1399 2.39474 8.31718
0.00387076 4.26288e-07 1.14386e-05 2.2908e-05 5.19634e-05 0.000177574 0.000340514 0.000872194 0.00442349 0.00694439 0.00231297 0.00813841 0.0215682 1.47989 2.52278 0.764006 1.13368 2.37867 8.3239
0.00388764 4.30015e-07 1.15386e-05 2.31085e-05 5.24186e-05 0.000179161 0.000343638 0.000880169 0.00446029 0.0070021 0.00233212 0.00825104 0.0218574 1.48817 2.53651 0.770468 1.1274 2.36249 8.33042
0.0039046 4.33776e-07 1.16395e-05 2.33108e-05 5.28779e-05 0.000180763 0.000346792 0.00088822 0.00449739 0.00706027 0.00235145 0.00836529 0.0221506 1.49645 2.55025 0.776894 1.12104 2.3462 8.33677
0.00392163 4.37569e-07 1.17413e-05 2.35149e-05 5.33411e-05 0.000182379 0.000349977 0.000896347 0.00453477 0.00711889 0.00237096 0.00848119 0.022448 1.50474 2.56399 0.783283 1.11462 2.32982 8.34293
0.00393873 4.41395e-07 1.1844e-05 2.37208e-05 5.38085e-05 0.00018401 0.000353192 0.00090455 0.00457245 0.00717798 0.00239065 0.00859877 0.0227495 1.51303 2.57773 0.789631 1.10814 2.31336 8.34891
0.00395591 4.45254e-07 1.19476e-05 2.39284e-05 5.42799e-05 0.000185656 0.000356437 0.000912832 0.00461042 0.00723752 0.00241052 0.00871803 0.0230552 1.52133 2.59148 0.795935 1.1016 2.29681 8.35473
0.00397316 4.49148e-07 1.20521e-05 2.41379e-05 5.47555e-05 0.000187317 0.000359714 0.000921192 0.00464869 0.00729753 0.00243058 0.00883901 0.0233653 1.52964 2.60522 0.802194 1.09499 2.28019 8.36038
0.00399049 4.53075e-07 1.21575e-05 2.43492e-05 5.52352e-05 0.000188993 0.000363022 0.000929632 0.00468726 0.00735801 0.00245082 0.00896174 0.0236796 1.53794 2.61897 0.808404 1.08834 2.2635 8.36587
0.0040079 4.57037e-07 1.22638e-05 2.45624e-05 5.57192e-05 0.000190684 0.000366361 0.000938152 0.00472614 0.00741896 0.00247126 0.00908623 0.0239984 1.54625 2.63271 0.814563 1.08163 2.24675 8.3712
0.00402538 4.61033e-07 1.23711e-05 2.47774e-05 5.62074e-05 0.000192391 0.000369733 0.000946752 0.00476531 0.00748039 0.00249189 0.0092125 0.0243216 1.55457 2.64646 0.820668 1.07487 2.22995 8.37638
0.00404293 4.65064e-07 1.24793e-05 2.49944e-05 5.66999e-05 0.000194114 0.000373136 0.000955435 0.0048048 0.00754229 0.00251272 0.0093406 0.0246493 1.56288 2.66019 0.826716 1.06806 2.21309 8.38141
0.00406057 4.69131e-07 1.25884e-05 2.52132e-05 5.71967e-05 0.000195852 0.000376573 0.0009642 0.00484459 0.00760468 0.00253375 0.00947053 0.0249816 1.57119 2.67392 0.832705 1.06121 2.1962 8.3863
0.00407828 4.73233e-07 1.26985e-05 2.5434e-05 5.76979e-05 0.000197607 0.000380042 0.000973048 0.00488469 0.00766755 0.00255498 0.00960232 0.0253185 1.57951 2.68765 0.838631 1.05431 2.17927 8.39104
0.00409606 4.77371e-07 1.28096e-05 2.56566e-05 5.82035e-05 0.000199377 0.000383544 0.000981981 0.0049251 0.00773091 0.00257641 0.00973601 0.0256602 1.58782 2.70136 0.844491 1.04737 2.16232 8.39566
0.00411393 4.81546e-07 1.29216e-05 2.58813e-05 5.87136e-05 0.000201164 0.00038708 0.000990999 0.00496583 0.00779476 0.00259806 0.00987161 0.0260065 1.59613 2.71507 0.850284 1.0404 2.14534 8.40014
0.00413187 4.85756e-07 1.30347e-05 2.61079e-05 5.92281e-05 0.000202967 0.00039065 0.0010001 0.00500687 0.00785911 0.00261992 0.0100092 0.0263577 1.60444 2.72876 0.856006 1.0334 2.12835 8.40449
0.00414989 4.90004e-07 1.31487e-05 2.63365e-05 5.97471e-05 0.000204787 0.000394255 0.00100929 0.00504823 0.00792395 0.00264199 0.0101487 0.0267138 1.61274 2.74244 0.861654 1.02636 2.11135 8.40872
0.00416799 4.94289e-07 1.32637e-05 2.65671e-05 6.02707e-05 0.000206624 0.000397894 0.00101857 0.00508991 0.0079893 0.00266428 0.0102902 0.0270749 1.62104 2.7561 0.867224 1.01929 2.09434 8.41284
0.00418617 4.98611e-07 1.33797e-05 2.67997e-05 6.07989e-05 0.000208477 0.000401568 0.00102794 0.00513192 0.00805514 0.00268679 0.0104337 0.0274409 1.62934 2.76975 0.872716 1.01219 2.07734 8.41684
0.00420443 5.02971e-07 1.34967e-05 2.70344e-05 6.13317e-05 0.000210347 0.000405277 0.00103739 0.00517425 0.0081215 0.00270953 0.0105793 0.027812 1.63763 2.78339 0.878125 1.00508 2.06035 8.42072
0.00422276 5.07369e-07 1.36147e-05 2.72711e-05 6.18692e-05 0.000212235 0.000409022 0.00104694 0.0052169 0.00818837 0.0027325 0.010727 0.0281883 1.64591 2.797 0.883448 0.997938 2.04338 8.4245
0.00424118 5.11806e-07 1.37338e-05 2.75099e-05 6.24115e-05 0.00021414 0.000412803 0.00105658 0.00525989 0.00825575 0.00275571 0.0108767 0.0285698 1.65418 2.81059 0.888683 0.99078 2.02643 8.42817
0.00425968 5.16281e-07 1.38539e-05 2.77508e-05 6.29585e-05 0.000216063 0.000416621 0.00106631 0.00530321 0.00832365 0.00277914 0.0110286 0.0289565 1.66245 2.82416 0.893827 0.983607 2.00951 8.43174
0.00427826 5.20796e-07 1.39751e-05 2.79938e-05 6.35103e-05 0.000218003 0.000420475 0.00107613 0.00534686 0.00839207 0.00280282 0.0111827 0.0293486 1.6707 2.83771 0.898877 0.976419 1.99262 8.43522
0.00429692 5.2535e-07 1.40973e-05 2.82389e-05 6.40669e-05 0.000219961 0.000424367 0.00108605 0.00539084 0.00846101 0.00282675 0.0113389 0.0297461 1.67895 2.85123 0.90383 0.969221 1.97577 8.43859
0.00431566 5.29944e-07 1.42207e-05 2.84862e-05 6.46285e-05 0.000221938 0.000428296 0.00109606 0.00543516 0.00853048 0.00285092 0.0114974 0.0301491 1.68718 2.86472 0.908682 0.962015 1.95896 8.44188
0.00433448 5.34578e-07 1.4345e-05 2.87356e-05 6.51949e-05 0.000223932 0.000432263 0.00110617 0.00547983 0.00860049 0.00287535 0.0116581 0.0305577 1.6954 2.87818 0.913432 0.954803 1.94221 8.44507
0.00435338 5.39253e-07 1.44705e-05 2.89873e-05 6.57664e-05 0.000225945 0.000436269 0.00111638 0.00552483 0.00867102 0.00290003 0.0118211 0.0309718 1.70361 2.89162 0.918076 0.947587 1.92551 8.44817
0.00437237 5.43968e-07 1.45971e-05 2.92411e-05 6.63429e-05 0.000227977 0.000440313 0.00112668 0.00557018 0.0087421 0.00292497 0.0119864 0.0313917 1.7118 2.90502 0.922612 0.94037 1.90887 8.45119
0.00439144 5.48725e-07 1.47248e-05 2.94972e-05 6.69244e-05 0.000230027 0.000444396 0.00113708 0.00561588 0.00881371 0.00295018 0.0121541 0.0318173 1.71997 2.91839 0.927035 0.933155 1.8923 8.45413
0.00441059 5.53523e-07 1.48536e-05 2.97555e-05 6.7511e-05 0.000232097 0.000448519 0.00114759 0.00566192 0.00888588 0.00297566 0.0123241 0.0322488 1.72813 2.93172 0.931345 0.925943 1.8758 8.45698
0.00442983 5.58364e-07 1.49835e-05 3.00161e-05 6.81029e-05 0.000234185 0.000452682 0.00115819 0.00570831 0.00895858 0.00300142 0.0124965 0.0326861 1.73628 2.94501 0.935538 0.918738 1.85938 8.45975
0.00444915 5.63246e-07 1.51145e-05 3.0279e-05 6.86999e-05 0.000236293 0.000456885 0.00116889 0.00575506 0.00903184 0.00302745 0.0126713 0.0331295 1.7444 2.95827 0.93961 0.91154 1.84303 8.46244
0.00446855 5.68172e-07 1.52467e-05 3.05441e-05 6.93021e-05 0.000238421 0.000461129 0.0011797 0.00580216 0.00910566 0.00305378 0.0128487 0.0335789 1.7525 2.97148 0.94356 0.904353 1.82678 8.46506
0.00448804 5.7314e-07 1.53801e-05 3.08116e-05 6.99097e-05 0.000240568 0.000465415 0.00119061 0.00584962 0.00918003 0.00308039 0.0130285 0.0340344 1.76059 2.98466 0.947385 0.89718 1.81061 8.4676
0.00450762 5.78152e-07 1.55146e-05 3.10815e-05 7.05226e-05 0.000242735 0.000469741 0.00120163 0.00589744 0.00925496 0.00310729 0.0132108 0.0344961 1.76865 2.99778 0.951081 0.89002 1.79453 8.47006
0.00452728 5.83208e-07 1.56504e-05 3.13537e-05 7.11408e-05 0.000244922 0.00047411 0.00121275 0.00594562 0.00933046 0.0031345 0.0133957 0.0349641 1.77669 3.01087 0.954647 0.882878 1.77855 8.47245
0.00454702 5.88308e-07 1.57873e-05 3.16283e-05 7.17645e-05 0.00024713 0.000478522 0.00122399 0.00599417 0.00940653 0.00316201 0.0135832 0.0354385 1.7847 3.0239 0.958079 0.875755 1.76267 8.47476
0.00456685 5.93453e-07 1.59254e-05 3.19053e-05 7.23937e-05 0.000249358 0.000482976 0.00123532 0.00604308 0.00948317 0.00318984 0.0137733 0.0359193 1.79269 3.03688 0.961375 0.868652 1.7469 8.477
0.00458677 5.98643e-07 1.60647e-05 3.21848e-05 7.30285e-05 0.000251606 0.000487473 0.00124677 0.00609236 0.00956038 0.00321798 0.013966 0.0364066 1.80065 3.04981 0.964532 0.861573 1.73124 8.47916
0.00460678 6.03878e-07 1.62052e-05 3.24667e-05 7.36688e-05 0.000253876 0.000492015 0.00125833 0.00614201 0.00963817 0.00324645 0.0141615 0.0369005 1.80859 3.06269 0.967549 0.854519 1.71569 8.48125
0.00462687 6.09159e-07 1.63469e-05 3.2751e-05 7.43147e-05 0.000256167 0.000496601 0.00127 0.00619203 0.00971655 0.00327524 0.0143597 0.0374011 1.8165 3.07551 0.970421 0.84749 1.70025 8.48326
0.00464705 6.14486e-07 1.64899e-05 3.30379e-05 7.49663e-05 0.000258479 0.000501231 0.00128179 0.00624243 0.00979551 0.00330437 0.0145606 0.0379084 1.82438 3.08828 0.973147 0.840491 1.68493 8.4852
0.00466732 6.19859e-07 1.66342e-05 3.33273e-05 7.56237e-05 0.000260812 0.000505907 0.00129368 0.00629321 0.00987506 0.00333385 0.0147643 0.0384225 1.83222 3.10098 0.975725 0.833521 1.66973 8.48706
0.00468767 6.2528e-07 1.67797e-05 3.36192e-05 7.62868e-05 0.000263168 0.000510628 0.0013057 0.00634436 0.0099552 0.00336367 0.0149709 0.0389435 1.84004 3.11363 0.978152 0.826583 1.65466 8.48885
0.00470812 6.30748e-07 1.69265e-05 3.39137e-05 7.69558e-05 0.000265545 0.000515395 0.00131783 0.0063959 0.0100359 0.00339384 0.0151803 0.0394715 1.84782 3.12621 0.980426 0.819678 1.63971 8.49055
0.00472865 6.36264e-07 1.70745e-05 3.42108e-05 7.76306e-05 0.000267945 0.000520209 0.00133007 0.00644782 0.0101173 0.00342438 0.0153926 0.0400066 1.85557 3.13872 0.982545 0.812808 1.62489 8.49218
0.00474928 6.41828e-07 1.72239e-05 3.45104e-05 7.83114e-05 0.000270367 0.00052507 0.00134244 0.00650013 0.0101992 0.00345529 0.0156078 0.0405488 1.86328 3.15117 0.984506 0.805974 1.6102 8.49372
0.00476999 6.47441e-07 1.73746e-05 3.48127e-05 7.89981e-05 0.000272811 0.000529979 0.00135492 0.00655283 0.0102818 0.00348658 0.015826 0.0410983 1.87096 3.16355 0.986307 0.799177 1.59565 8.49518
0.00479079 6.53103e-07 1.75266e-05 3.51177e-05 7.96909e-05 0.000275279 0.000534936 0.00136753 0.00660592 0.0103649 0.00351824 0.0160473 0.041655 1.8786 3.17585 0.987947 0.792419 1.58122 8.49655
0.00481169 6.58814e-07 1.76799e-05 3.54253e-05 8.03898e-05 0.000277769 0.000539941 0.00138026 0.0066594 0.0104487 0.0035503 0.0162715 0.0422192 1.8862 3.18809 0.989424 0.785701 1.56694 8.49783
0.00483267 6.64576e-07 1.78346e-05 3.57357e-05 8.10949e-05 0.000280283 0.000544995 0.00139311 0.00671327 0.0105331 0.00358276 0.0164988 0.0427908 1.89376 3.20025 0.990734 0.779025 1.55279 8.49903
0.00485375 6.70388e-07 1.79906e-05 3.60487e-05 8.18061e-05 0.000282821 0.000550099 0.00140609 0.00676755 0.0106181 0.00361563 0.0167292 0.04337 1.90128 3.21233 0.991878 0.772391 1.53878 8.50013
0.00487492 6.7625e-07 1.8148e-05 3.63645e-05 8.25236e-05 0.000285382 0.000555253 0.00141919 0.00682223 0.0107037 0.00364891 0.0169628 0.0439568 1.90876 3.22433 0.992852 0.765799 1.5249 8.50113
0.00489618 6.82164e-07 1.83068e-05 3.66831e-05 8.32475e-05 0.000287967 0.000560458 0.00143242 0.0068773 0.01079 0.00368261 0.0171996 0.0445513 1.91619 3.23625 0.993656 0.759253 1.51117 8.50204
0.00491754 6.8813e-07 1.84669e-05 3.70045e-05 8.39776e-05 0.000290576 0.000565714 0.00144578 0.00693279 0.0108769 0.00371675 0.0174396 0.0451536 1.92358 3.24808 0.994287 0.752751 1.49758 8.50284
0.00493898 6.94148e-07 1.86285e-05 3.73287e-05 8.47143e-05 0.00029321 0.000571021 0.00145927 0.00698867 0.0109644 0.00375133 0.0176828 0.0457638 1.93092 3.25983 0.994745 0.746295 1.48412 8.50354
0.00496052 7.00219e-07 1.87914e-05 3.76557e-05 8.54573e-05 0.000295869 0.000576381 0.0014729 0.00704497 0.0110526 0.00378636 0.0179294 0.046382 1.93822 3.27149 0.995027 0.739886 1.47081 8.50412
