q(MeV) 1s_{1/2} 2s_{1/2} 2p_{1/2} 2p_{3/2} 3s_{1/2} 3p_{1/2} 3p_{3/2} 3d_{3/2} 3d_{5/2} 4s_{1/2} 4p_{1/2} 4p_{3/2} 4d_{3/2} 4d_{5/2} 5s_{1/2} 5p_{1/2} 5p_{3/2} Sum
0.0749722 0.000162703 0.00364582 0.00299733 0.00637783 0.000723623 0.00174044 0.00316124 0.00486165 0.00726325 0.000282401 0.000346404 0.000681604 0.000813019 0.00130136 2.21919e-05 1.72743e-05 3.19054e-05 0.0344301
0.0752992 0.000164065 0.00365016 0.00298947 0.00635493 0.00068381 0.00170239 0.00309076 0.00479755 0.00717096 0.000269707 0.000340295 0.000668728 0.000808508 0.00129418 2.13536e-05 1.70896e-05 3.15745e-05 0.0340555
0.0756276 0.000165437 0.00365408 0.00298139 0.00633158 0.000645494 0.00166501 0.00302157 0.00473384 0.00707913 0.000257366 0.000334231 0.000655963 0.000803828 0.00128672 2.05267e-05 1.69066e-05 3.12439e-05 0.0336843
0.0759575 0.000166818 0.00365759 0.00297311 0.00630777 0.000608655 0.00162829 0.00295365 0.00467053 0.00698778 0.000245376 0.000328212 0.000643313 0.000798978 0.00127897 1.9712e-05 1.67251e-05 3.09138e-05 0.0333164
0.0762888 0.000168209 0.00366066 0.00296461 0.00628352 0.000573268 0.00159222 0.002887 0.00460762 0.00689692 0.000233738 0.000322241 0.000630782 0.000793961 0.00127095 1.89101e-05 1.6545e-05 3.05838e-05 0.0329517
0.0766215 0.00016961 0.00366332 0.00295591 0.00625882 0.000539311 0.0015568 0.00282159 0.00454512 0.00680656 0.000222449 0.000316319 0.000618373 0.000788778 0.00126265 1.81218e-05 1.63661e-05 3.02539e-05 0.0325904
0.0769557 0.000171021 0.00366554 0.00294699 0.0062337 0.000506759 0.00152203 0.00275742 0.00448303 0.00671669 0.000211509 0.000310448 0.00060609 0.000783431 0.00125407 1.73477e-05 1.61883e-05 2.9924e-05 0.0322322
0.0772913 0.000172442 0.00366732 0.00293788 0.00620814 0.000475589 0.00148789 0.00269447 0.00442136 0.00662734 0.000200914 0.000304629 0.000593934 0.000777924 0.00124523 1.65883e-05 1.60115e-05 2.95941e-05 0.0318773
0.0776284 0.000173872 0.00366866 0.00292855 0.00618216 0.000445775 0.00145439 0.00263273 0.00436012 0.0065385 0.000190662 0.000298864 0.00058191 0.000772259 0.00123614 1.58441e-05 1.58357e-05 2.9264e-05 0.0315255
0.077967 0.000175313 0.00366956 0.00291903 0.00615576 0.000417292 0.0014215 0.00257219 0.00429931 0.00645019 0.000180752 0.000293153 0.00057002 0.00076644 0.00122678 1.51158e-05 1.56607e-05 2.89337e-05 0.031177
0.078307 0.000176763 0.00367001 0.0029093 0.00612896 0.000390114 0.00138923 0.00251282 0.00423893 0.00636241 0.00017118 0.000287499 0.000558267 0.00076047 0.00121718 1.44038e-05 1.54864e-05 2.86031e-05 0.0308316
0.0786485 0.000178224 0.00367001 0.00289938 0.00610175 0.000364217 0.00135757 0.00245462 0.004179 0.00627517 0.000161942 0.000281903 0.000546653 0.000754354 0.00120734 1.37085e-05 1.53128e-05 2.82723e-05 0.0304894
0.0789916 0.000179694 0.00366956 0.00288926 0.00607414 0.000339573 0.00132652 0.00239757 0.00411951 0.00618847 0.000153035 0.000276365 0.000535181 0.000748096 0.00119727 1.30304e-05 1.51397e-05 2.79411e-05 0.0301504
0.0793361 0.000181174 0.00366865 0.00287895 0.00604615 0.000316156 0.00129605 0.00234166 0.00406046 0.00610233 0.000144456 0.000270887 0.000523852 0.0007417 0.00118697 1.23698e-05 1.49672e-05 2.76096e-05 0.0298144
0.0796821 0.000182664 0.00366729 0.00286845 0.00601777 0.00029394 0.00126618 0.00228688 0.00400188 0.00601676 0.0001362 0.00026547 0.000512669 0.00073517 0.00117646 1.1727e-05 1.4795e-05 2.72778e-05 0.0294816
0.0800296 0.000184164 0.00366546 0.00285776 0.00598902 0.000272897 0.00123689 0.0022332 0.00394375 0.00593176 0.000128263 0.000260114 0.000501634 0.000728513 0.00116573 1.11025e-05 1.46232e-05 2.69455e-05 0.0291518
0.0803787 0.000185674 0.00366317 0.00284689 0.0059599 0.000253001 0.00120817 0.00218062 0.00388608 0.00584733 0.000120641 0.000254822 0.000490748 0.000721733 0.0011548 1.04964e-05 1.44518e-05 2.66129e-05 0.0288251
0.0807292 0.000187194 0.00366041 0.00283583 0.00593042 0.000234223 0.00118002 0.00212912 0.00382888 0.00576349 0.00011333 0.000249594 0.000480014 0.000714835 0.00114369 9.90898e-06 1.42806e-05 2.628e-05 0.0285015
0.0810813 0.000188724 0.00365718 0.00282459 0.00590058 0.000216537 0.00115243 0.00207869 0.00377216 0.00568024 0.000106323 0.00024443 0.000469431 0.000707824 0.00113239 9.34047e-06 1.41096e-05 2.59468e-05 0.0281809
0.081435 0.000190264 0.00365348 0.00281317 0.0058704 0.000199915 0.00112539 0.00202931 0.0037159 0.00559759 9.96164e-05 0.000239331 0.000459003 0.000700706 0.00112091 8.79102e-06 1.39389e-05 2.56133e-05 0.0278633
0.0817901 0.000191814 0.00364931 0.00280157 0.00583987 0.00018433 0.0010989 0.00198097 0.00366013 0.00551555 9.3205e-05 0.000234299 0.000448729 0.000693486 0.00110927 8.26078e-06 1.37682e-05 2.52796e-05 0.0275488
0.0821468 0.000193373 0.00364467 0.0027898 0.00580902 0.000169753 0.00107295 0.00193365 0.00360484 0.00543413 8.70833e-05 0.000229334 0.000438611 0.000686171 0.00109747 7.74984e-06 1.35978e-05 2.49456e-05 0.0272372
0.0825051 0.000194943 0.00363956 0.00277786 0.00577784 0.000156157 0.00104753 0.00188734 0.00355004 0.00535332 8.12457e-05 0.000224436 0.000428649 0.000678764 0.00108553 7.25828e-06 1.34274e-05 2.46116e-05 0.0269285
0.082865 0.000196523 0.00363396 0.00276576 0.00574634 0.000143515 0.00102263 0.00184202 0.00349573 0.00527314 7.56867e-05 0.000219605 0.000418845 0.000671274 0.00107345 6.78613e-06 1.32571e-05 2.42774e-05 0.0266228
0.0832264 0.000198113 0.00362789 0.00275348 0.00571454 0.000131798 0.000998257 0.00179769 0.00344191 0.0051936 7.04006e-05 0.000214844 0.000409199 0.000663704 0.00106124 6.33341e-06 1.3087e-05 2.39433e-05 0.02632
0.0835894 0.000199713 0.00362135 0.00274105 0.00568243 0.000120978 0.00097439 0.00175432 0.00338858 0.0051147 6.53815e-05 0.00021015 0.000399711 0.00065606 0.00104891 5.90008e-06 1.29169e-05 2.36092e-05 0.0260202
0.0839539 0.000201322 0.00361433 0.00272845 0.00565003 0.000111029 0.000951027 0.0017119 0.00333576 0.00503645 6.06235e-05 0.000205527 0.000390382 0.000648349 0.00103648 5.48611e-06 1.27469e-05 2.32753e-05 0.0257232
0.0843201 0.000202942 0.00360683 0.0027157 0.00561735 0.000101923 0.00092816 0.00167042 0.00328344 0.00495885 5.61205e-05 0.000200972 0.000381212 0.000640575 0.00102394 5.0914e-06 1.2577e-05 2.29416e-05 0.025429
0.0846878 0.000204572 0.00359885 0.0027028 0.00558439 9.36314e-05 0.000905782 0.00162986 0.00323162 0.00488191 5.18664e-05 0.000196488 0.0003722 0.000632745 0.00101131 4.71585e-06 1.24072e-05 2.26083e-05 0.0251377
0.0850572 0.000206211 0.00359039 0.00268974 0.00555116 8.61279e-05 0.000883886 0.00159021 0.0031803 0.00480563 4.78551e-05 0.000192073 0.000363347 0.000624865 0.000998595 4.35931e-06 1.22375e-05 2.22754e-05 0.0248493
0.0854282 0.000207861 0.00358146 0.00267653 0.00551767 7.93851e-05 0.000862466 0.00155145 0.0031295 0.00473003 4.40804e-05 0.000187729 0.000354653 0.000616938 0.000985809 4.02163e-06 1.2068e-05 2.1943e-05 0.0245636
0.0858008 0.00020952 0.00357205 0.00266319 0.00548392 7.33761e-05 0.000841514 0.00151357 0.00307921 0.0046551 4.0536e-05 0.000183455 0.000346117 0.000608972 0.000972958 3.70261e-06 1.18986e-05 2.16112e-05 0.0242807
0.086175 0.000211189 0.00356217 0.00264969 0.00544993 6.80739e-05 0.000821022 0.00147656 0.00302943 0.00458085 3.72156e-05 0.000179251 0.000337739 0.000600971 0.000960051 3.40205e-06 1.17295e-05 2.12801e-05 0.0240006
0.0865508 0.000212868 0.00355181 0.00263606 0.00541571 6.34521e-05 0.000800985 0.00144039 0.00298016 0.0045073 3.41128e-05 0.000175118 0.000329518 0.000592941 0.000947097 3.11969e-06 1.15605e-05 2.09498e-05 0.0237232
0.0869283 0.000214557 0.00354098 0.00262229 0.00538125 5.94843e-05 0.000781395 0.00140506 0.00293141 0.00443443 3.12214e-05 0.000171055 0.000321455 0.000584887 0.000934104 2.85529e-06 1.13918e-05 2.06205e-05 0.0234485
0.0873074 0.000216256 0.00352968 0.00260839 0.00534658 5.61444e-05 0.000762245 0.00137056 0.00288318 0.00436226 2.85349e-05 0.000167062 0.000313547 0.000576814 0.00092108 2.60857e-06 1.12235e-05 2.02922e-05 0.0231765
0.0876882 0.000217964 0.00351791 0.00259436 0.00531169 5.34066e-05 0.000743528 0.00133687 0.00283547 0.00429078 2.60469e-05 0.000163139 0.000305794 0.000568727 0.000908034 2.37922e-06 1.10554e-05 1.9965e-05 0.0229071
0.0880707 0.000219682 0.00350567 0.00258021 0.0052766 5.12453e-05 0.000725238 0.00130397 0.00278827 0.00422002 2.37512e-05 0.000159287 0.000298196 0.000560631 0.000894973 2.16693e-06 1.08877e-05 1.96392e-05 0.0226404
0.0884548 0.00022141 0.00349296 0.00256593 0.00524131 4.96354e-05 0.000707367 0.00127185 0.0027416 0.00414996 2.16414e-05 0.000155504 0.000290751 0.00055253 0.000881905 1.97136e-06 1.07205e-05 1.93147e-05 0.0223764
0.0888406 0.000223147 0.0034798 0.00255153 0.00520584 4.85518e-05 0.000689909 0.00124049 0.00269544 0.00408061 1.97112e-05 0.000151791 0.000283459 0.000544431 0.000868838 1.79215e-06 1.05537e-05 1.89917e-05 0.0221149
0.089228 0.000224894 0.00346617 0.00253701 0.00517018 4.79701e-05 0.000672856 0.0012099 0.00264981 0.00401198 1.79542e-05 0.000148146 0.000276317 0.000536336 0.000855779 1.62894e-06 1.03874e-05 1.86704e-05 0.021856
0.0896172 0.000226651 0.00345208 0.00252238 0.00513436 4.7866e-05 0.000656203 0.00118004 0.0026047 0.00394407 1.63643e-05 0.000144571 0.000269326 0.000528252 0.000842735 1.48134e-06 1.02217e-05 1.83507e-05 0.0215996
0.090008 0.000228417 0.00343754 0.00250763 0.00509837 4.82156e-05 0.000639943 0.00115091 0.00256011 0.00387687 1.49352e-05 0.000141065 0.000262483 0.000520181 0.000829714 1.34895e-06 1.00567e-05 1.80329e-05 0.0213458
0.0904006 0.000230192 0.00342255 0.00249278 0.00506223 4.89955e-05 0.000624068 0.00112249 0.00251605 0.00381041 1.36607e-05 0.000137626 0.000255787 0.000512128 0.000816722 1.23137e-06 9.89227e-06 1.77171e-05 0.0210945
0.0907949 0.000231977 0.00340711 0.00247782 0.00502594 5.01825e-05 0.000608573 0.00109477 0.0024725 0.00374466 1.25347e-05 0.000134256 0.000249238 0.000504097 0.000803765 1.12816e-06 9.7286e-06 1.74033e-05 0.0208457
0.0911909 0.000233771 0.00339123 0.00246277 0.00498951 5.17538e-05 0.00059345 0.00106774 0.00242948 0.00367965 1.15512e-05 0.000130953 0.000242832 0.000496093 0.000790851 1.03891e-06 9.56573e-06 1.70917e-05 0.0205993
0.0915886 0.000235575 0.0033749 0.00244761 0.00495296 5.36873e-05 0.000578694 0.00104138 0.00238698 0.00361537 1.07042e-05 0.000127716 0.00023657 0.000488119 0.000777985 9.63161e-07 9.40369e-06 1.67824e-05 0.0203554
0.0919881 0.000237388 0.00335815 0.00243236 0.00491628 5.59611e-05 0.000564297 0.00101569 0.00234499 0.00355182 9.9877e-06 0.000124546 0.000230449 0.000480178 0.000765174 9.00473e-07 9.24254e-06 1.64755e-05 0.0201139
0.0923893 0.000239209 0.00334096 0.00241702 0.00487949 5.85535e-05 0.000550254 0.000990639 0.00230353 0.003489 9.39594e-06 0.000121442 0.000224467 0.000472275 0.000752422 8.50389e-07 9.08235e-06 1.6171e-05 0.0198748
0.0927922 0.00024104 0.00332334 0.00240159 0.00484259 6.14438e-05 0.000536557 0.000966227 0.00226259 0.00342692 8.92314e-06 0.000118403 0.000218623 0.000464413 0.000739736 8.12447e-07 8.92317e-06 1.58692e-05 0.019638
0.0931969 0.00024288 0.0033053 0.00238607 0.00480559 6.46113e-05 0.000523202 0.000942439 0.00222216 0.00336557 8.56361e-06 0.000115429 0.000212916 0.000456594 0.000727121 7.86181e-07 8.76505e-06 1.55701e-05 0.0194036
0.0936034 0.000244729 0.00328685 0.00237047 0.0047685 6.80358e-05 0.00051018 0.000919261 0.00218225 0.00330496 8.31175e-06 0.000112519 0.000207343 0.000448823 0.000714582 7.71121e-07 8.60805e-06 1.52739e-05 0.0191715
0.0940116 0.000246587 0.00326798 0.00235479 0.00473133 7.16979e-05 0.000497487 0.000896682 0.00214285 0.00324508 8.16208e-06 0.000109672 0.000201902 0.000441102 0.000702124 7.66793e-07 8.45224e-06 1.49805e-05 0.0189417
0.0944216 0.000248454 0.00324871 0.00233904 0.00469409 7.55782e-05 0.000485116 0.000874689 0.00210397 0.00318594 8.10919e-06 0.000106888 0.000196592 0.000433433 0.000689751 7.72721e-07 8.29766e-06 1.46901e-05 0.0187141
0.0948335 0.000250329 0.00322904 0.00232321 0.00465678 7.96581e-05 0.000473061 0.000853271 0.0020656 0.00312754 8.14778e-06 0.000104166 0.000191411 0.000425821 0.000677469 7.88429e-07 8.14437e-06 1.44028e-05 0.0184888
0.0952471 0.000252213 0.00320897 0.00230732 0.00461941 8.39194e-05 0.000461316 0.000832416 0.00202773 0.00306988 8.27264e-06 0.000101505 0.000186357 0.000418267 0.000665281 8.1344e-07 7.99242e-06 1.41186e-05 0.0182658
0.0956625 0.000254106 0.00318852 0.00229135 0.00458199 8.83444e-05 0.000449875 0.000812111 0.00199038 0.00301295 8.47867e-06 9.89056e-05 0.000181429 0.000410774 0.000653191 8.47278e-07 7.84187e-06 1.38377e-05 0.0180449
0.0960797 0.000256006 0.00316768 0.00227533 0.00454452 9.29157e-05 0.000438732 0.000792346 0.00195353 0.00295675 8.76089e-06 9.63657e-05 0.000176623 0.000403344 0.000641203 8.89468e-07 7.69276e-06 1.35602e-05 0.0178263
0.0964987 0.000257916 0.00314647 0.00225924 0.00450702 9.76167e-05 0.000427881 0.000773108 0.00191718 0.00290129 9.11442e-06 9.38851e-05 0.000171938 0.00039598 0.000629322 9.3954e-07 7.54515e-06 1.3286e-05 0.0176097
0.0969196 0.000259833 0.00312489 0.0022431 0.00446949 0.000102431 0.000417317 0.000754387 0.00188134 0.00284656 9.53449e-06 9.14629e-05 0.000167373 0.000388683 0.000617549 9.97024e-07 7.39908e-06 1.30153e-05 0.0173954
0.0973423 0.000261759 0.00310294 0.00222691 0.00443194 0.000107343 0.000407033 0.000736172 0.00184599 0.00279257 1.00164e-05 8.90983e-05 0.000162925 0.000381456 0.00060589 1.06145e-06 7.2546e-06 1.27482e-05 0.0171831
0.0977669 0.000263692 0.00308064 0.00221066 0.00439437 0.000112337 0.000397024 0.000718451 0.00181114 0.0027393 1.05557e-05 8.67907e-05 0.000158592 0.0003743 0.000594346 1.13237e-06 7.11175e-06 1.24847e-05 0.0169729
0.0981933 0.000265634 0.003058 0.00219437 0.00435679 0.000117399 0.000387285 0.000701213 0.00177679 0.00268676 1.1148e-05 8.45392e-05 0.000154372 0.000367218 0.00058292 1.20932e-06 6.97059e-06 1.22249e-05 0.0167648
0.0986215 0.000267583 0.00303501 0.00217803 0.00431922 0.000122514 0.000377809 0.000684449 0.00174292 0.00263495 1.17888e-05 8.2343e-05 0.000150264 0.00036021 0.000571616 1.29186e-06 6.83114e-06 1.19688e-05 0.0165588
0.0990517 0.00026954 0.00301169 0.00216165 0.00428165 0.000127668 0.000368592 0.000668146 0.00170954 0.00258386 1.24741e-05 8.02013e-05 0.000146264 0.000353278 0.000560435 1.37953e-06 6.69346e-06 1.17165e-05 0.0163548
0.0994837 0.000271504 0.00298804 0.00214523 0.0042441 0.000132849 0.000359627 0.000652296 0.00167665 0.00253348 1.31998e-05 7.81132e-05 0.000142372 0.000346425 0.00054938 1.47191e-06 6.55758e-06 1.1468e-05 0.0161528
0.0999176 0.000273476 0.00296408 0.00212878 0.00420656 0.000138043 0.00035091 0.000636887 0.00164424 0.00248383 1.39619e-05 7.6078e-05 0.000138585 0.00033965 0.000538453 1.56856e-06 6.42354e-06 1.12234e-05 0.0159528
0.100353 0.000275455 0.00293981 0.00211229 0.00416906 0.000143238 0.000342435 0.000621909 0.0016123 0.00243489 1.47566e-05 7.40947e-05 0.000134901 0.000332956 0.000527657 1.66908e-06 6.29137e-06 1.09827e-05 0.0157547
0.100791 0.000277441 0.00291523 0.00209578 0.00413159 0.000148423 0.000334198 0.000607353 0.00158085 0.00238667 1.55803e-05 7.21626e-05 0.000131318 0.000326342 0.000516992 1.77304e-06 6.1611e-06 1.07459e-05 0.0155586
0.101231 0.000279435 0.00289036 0.00207924 0.00409415 0.000153585 0.000326191 0.000593209 0.00154986 0.00233915 1.64293e-05 7.02809e-05 0.000127835 0.000319812 0.000506461 1.88004e-06 6.03276e-06 1.05132e-05 0.0153644
0.101672 0.000281435 0.00286521 0.00206267 0.00405677 0.000158715 0.000318412 0.000579467 0.00151934 0.00229233 1.73002e-05 6.84486e-05 0.000124448 0.000313364 0.000496065 1.9897e-06 5.90638e-06 1.02844e-05 0.0151722
0.102116 0.000283442 0.00283978 0.00204608 0.00401943 0.000163801 0.000310854 0.000566117 0.00148929 0.00224622 1.81897e-05 6.66648e-05 0.000121157 0.000307 0.000485805 2.10164e-06 5.78198e-06 1.00597e-05 0.0149818
0.102561 0.000285455 0.00281409 0.00202948 0.00398216 0.000168835 0.000303512 0.00055315 0.0014597 0.0022008 1.90945e-05 6.49289e-05 0.000117958 0.000300721 0.000475682 2.21547e-06 5.65959e-06 9.83904e-06 0.0147933
0.103008 0.000287475 0.00278813 0.00201286 0.00394495 0.000173805 0.000296382 0.000540557 0.00143057 0.00215608 2.00116e-05 6.32398e-05 0.000114851 0.000294526 0.000465698 2.33085e-06 5.53923e-06 9.62246e-06 0.0146066
0.103458 0.0002895 0.00276192 0.00199623 0.00390781 0.000178705 0.000289459 0.000528329 0.00140189 0.00211204 2.0938e-05 6.15968e-05 0.000111833 0.000288418 0.000455854 2.44741e-06 5.42091e-06 9.40997e-06 0.0144218
0.103909 0.000291532 0.00273548 0.00197959 0.00387075 0.000183524 0.000282738 0.000516456 0.00137366 0.00206869 2.18708e-05 5.99989e-05 0.000108902 0.000282396 0.00044615 2.56483e-06 5.30465e-06 9.20155e-06 0.0142388
0.104362 0.00029357 0.0027088 0.00196295 0.00383377 0.000188256 0.000276214 0.000504931 0.00134587 0.00202602 2.28074e-05 5.84454e-05 0.000106057 0.00027646 0.000436586 2.68276e-06 5.19048e-06 8.99723e-06 0.0140576
0.104817 0.000295614 0.0026819 0.00194629 0.00379688 0.000192892 0.000269882 0.000493743 0.00131853 0.00198402 2.37451e-05 5.69353e-05 0.000103295 0.000270611 0.000427163 2.8009e-06 5.07843e-06 8.79716e-06 0.0138782
0.105274 0.000297663 0.00265478 0.00192964 0.00376009 0.000197426 0.000263739 0.000482886 0.00129163 0.0019427 2.46814e-05 5.54678e-05 0.000100614 0.000264849 0.000417883 2.91895e-06 4.96843e-06 8.60099e-06 0.0137005
0.105733 0.000299718 0.00262746 0.00191299 0.00372339 0.00020185 0.000257779 0.00047235 0.00126516 0.00190204 2.56139e-05 5.4042e-05 9.80135e-05 0.000259174 0.000408744 3.0366e-06 4.86073e-06 8.40942e-06 0.0135246
0.106195 0.000301777 0.00259995 0.00189635 0.0036868 0.000206158 0.000251997 0.000462127 0.00123913 0.00186204 2.65404e-05 5.26572e-05 9.54905e-05 0.000253587 0.000399746 3.15355e-06 4.75471e-06 8.2208e-06 0.0133505
0.106658 0.000303842 0.00257225 0.00187971 0.00365032 0.000210345 0.00024639 0.000452209 0.00121351 0.00182269 2.74588e-05 5.13124e-05 9.30434e-05 0.000248086 0.000390891 3.26957e-06 4.65085e-06 8.03643e-06 0.013178
0.107123 0.000305911 0.00254437 0.00186307 0.00361395 0.000214406 0.000240954 0.000442589 0.00118832 0.00178399 2.83669e-05 5.00068e-05 9.06706e-05 0.000242673 0.000382178 3.38438e-06 4.55004e-06 7.8582e-06 0.0130073
0.10759 0.000307985 0.00251633 0.00184646 0.0035777 0.000218334 0.000235682 0.000433258 0.00116355 0.00174594 2.92629e-05 4.87395e-05 8.83701e-05 0.000237346 0.000373607 3.49808e-06 4.45011e-06 7.68156e-06 0.0128382
0.108059 0.000310063 0.00248813 0.00182985 0.00354158 0.000222126 0.000230573 0.000424208 0.00113919 0.00170853 3.01448e-05 4.75099e-05 8.61402e-05 0.000232106 0.000365177 3.60937e-06 4.35306e-06 7.50985e-06 0.0126708
0.108531 0.000312145 0.00245979 0.00181326 0.00350559 0.000225778 0.000225621 0.000415433 0.00111525 0.00167175 3.10111e-05 4.63169e-05 8.39791e-05 0.000226952 0.000356887 3.71933e-06 4.25686e-06 7.34048e-06 0.0125051
0.109004 0.000314232 0.00243131 0.00179669 0.00346973 0.000229284 0.000220822 0.000406924 0.0010917 0.00163559 3.18601e-05 4.51598e-05 8.18852e-05 0.000221885 0.000348739 3.82752e-06 4.16453e-06 7.17866e-06 0.012341
0.109479 0.000316322 0.0024027 0.00178014 0.003434 0.000232643 0.000216173 0.000398676 0.00106856 0.00160006 3.26903e-05 4.40377e-05 7.98567e-05 0.000216903 0.00034073 3.93314e-06 4.07409e-06 7.01998e-06 0.0121785
0.109957 0.000318415 0.00237398 0.00176362 0.00339843 0.000235851 0.000211668 0.000390679 0.00104581 0.00156514 3.35003e-05 4.29499e-05 7.7892e-05 0.000212007 0.000332861 4.03605e-06 3.98562e-06 6.86504e-06 0.0120177
0.110436 0.000320512 0.00234514 0.00174712 0.00336299 0.000238904 0.000207305 0.000382928 0.00102346 0.00153083 3.42887e-05 4.18956e-05 7.59893e-05 0.000207195 0.000325131 4.13601e-06 3.89932e-06 6.71409e-06 0.0118584
0.110918 0.000322611 0.00231621 0.00173065 0.00332771 0.000241802 0.00020308 0.000375416 0.00100149 0.00149712 3.50543e-05 4.08739e-05 7.41472e-05 0.000202468 0.000317538 4.23311e-06 3.81327e-06 6.56234e-06 0.0117008
0.111402 0.000324714 0.0022872 0.00171421 0.00329259 0.000244541 0.000198988 0.000368135 0.000979909 0.00146401 3.57961e-05 3.98841e-05 7.23639e-05 0.000197825 0.000310082 4.32793e-06 3.72645e-06 6.40843e-06 0.0115447
0.111888 0.000326818 0.0022581 0.00169781 0.00325762 0.000247119 0.000195026 0.00036108 0.000958704 0.00143149 3.65129e-05 3.89253e-05 7.06378e-05 0.000193265 0.000302762 4.41912e-06 3.64928e-06 6.27596e-06 0.0113902
0.112376 0.000328926 0.00222894 0.00168143 0.00322282 0.000249537 0.000191191 0.000354243 0.000937873 0.00139955 3.72039e-05 3.79969e-05 6.89677e-05 0.000188788 0.000295579 4.50785e-06 3.57573e-06 6.14966e-06 0.0112373
0.112866 0.000331035 0.00219971 0.0016651 0.00318818 0.000251791 0.000187478 0.000347619 0.000917413 0.0013682 3.78682e-05 3.7098e-05 6.73516e-05 0.000184392 0.000288526 4.59298e-06 3.48629e-06 5.98952e-06 0.0110858
0.113358 0.000333145 0.00217044 0.0016488 0.00315371 0.000253882 0.000183884 0.000341201 0.000897318 0.00133741 3.85049e-05 3.62279e-05 6.57883e-05 0.000180079 0.000281611 4.67223e-06 3.42669e-06 5.89085e-06 0.010936
0.113852 0.000335258 0.00214113 0.00163255 0.00311941 0.000255809 0.000180406 0.000334984 0.000877584 0.00130719 3.91136e-05 3.53859e-05 6.42764e-05 0.000175844 0.000274823 4.75454e-06 3.33831e-06 5.73322e-06 0.0107876
0.114349 0.000337371 0.0021118 0.00161634 0.00308529 0.000257572 0.000177041 0.00032896 0.000858206 0.00127752 3.96933e-05 3.45711e-05 6.28139e-05 0.000171692 0.00026817 4.82235e-06 3.28407e-06 5.64309e-06 0.0106408
0.114848 0.000339485 0.00208244 0.00160017 0.00305135 0.00025917 0.000173784 0.000323125 0.000839181 0.00124841 4.02439e-05 3.3783e-05 6.14003e-05 0.000167615 0.000261639 4.90012e-06 3.1945e-06 5.48412e-06 0.0104954
0.115349 0.0003416 0.00205307 0.00158405 0.0030176 0.000260605 0.000170633 0.000317473 0.000820503 0.00121984 4.07645e-05 3.30206e-05 6.00333e-05 0.000163623 0.000255249 4.96163e-06 3.15297e-06 5.41664e-06 0.0103516
0.115852 0.000343716 0.0020237 0.00156798 0.00298403 0.000261876 0.000167584 0.000311997 0.000802168 0.00119181 4.12552e-05 3.22834e-05 5.8712e-05 0.000159699 0.000248968 5.0229e-06 3.05964e-06 5.25124e-06 0.0102091
0.116357 0.000345831 0.00199435 0.00155196 0.00295064 0.000262984 0.000164635 0.000306693 0.000784173 0.00116431 4.17153e-05 3.15708e-05 5.74355e-05 0.000155861 0.000242829 5.0954e-06 3.01703e-06 5.18127e-06 0.0100683
0.116864 0.000347946 0.00196501 0.001536 0.00291745 0.00026393 0.000161781 0.000301555 0.000766511 0.00113733 4.21445e-05 3.08815e-05 5.62006e-05 0.000152096 0.00023681 5.12737e-06 2.95418e-06 5.0713e-06 0.00992879
0.117374 0.000350061 0.00193569 0.00152009 0.00288445 0.000264716 0.000159021 0.000296578 0.000749179 0.00111088 4.25432e-05 3.0216e-05 5.50094e-05 0.000148395 0.000230895 5.19708e-06 2.87043e-06 4.92687e-06 0.00979071
0.117886 0.000352174 0.00190642 0.00150423 0.00285165 0.000265343 0.00015635 0.000291757 0.000732173 0.00108493 4.29105e-05 2.95724e-05 5.3857e-05 0.000144786 0.000225132 5.25151e-06 2.84293e-06 4.88185e-06 0.00965426
0.1184 0.000354287 0.00187719 0.00148843 0.00281905 0.000265812 0.000153767 0.000287086 0.000715488 0.00105949 4.32469e-05 2.89502e-05 5.27433e-05 0.000141245 0.000219478 5.26305e-06 2.77969e-06 4.77067e-06 0.00951908
0.118917 0.000356398 0.00184802 0.00147269 0.00278664 0.000266125 0.000151268 0.000282561 0.00069912 0.00103455 4.35524e-05 2.83503e-05 5.16702e-05 0.000137758 0.000213911 5.32145e-06 2.69789e-06 4.63179e-06 0.00938527
0.119435 0.000358507 0.00181892 0.00145701 0.00275445 0.000266284 0.000148851 0.000278178 0.000683064 0.00101009 4.38263e-05 2.777e-05 5.06317e-05 0.000134361 0.000208495 5.38191e-06 2.66868e-06 4.58354e-06 0.00925307
0.119956 0.000360614 0.00178988 0.0014414 0.00272245 0.000266293 0.000146512 0.00027393 0.000667316 0.000986126 4.40697e-05 2.72087e-05 4.96271e-05 0.000131047 0.000203215 5.3803e-06 2.63214e-06 4.51797e-06 0.00912222
0.120479 0.000362718 0.00176093 0.00142585 0.00269066 0.000266151 0.000144249 0.000269814 0.000651872 0.000962635 4.42829e-05 2.66682e-05 4.86608e-05 0.000127776 0.000198002 5.38883e-06 2.55382e-06 4.38415e-06 0.0089926
0.121005 0.00036482 0.00173208 0.00141036 0.00265909 0.000265863 0.000142059 0.000265825 0.000636727 0.000939615 4.44646e-05 2.61468e-05 4.77283e-05 0.000124561 0.00019288 5.45191e-06 2.49497e-06 4.28788e-06 0.00886445
0.121533 0.000366918 0.00170332 0.00139495 0.00262772 0.000265431 0.000139941 0.00026196 0.000621877 0.000917059 4.46155e-05 2.56412e-05 4.6823e-05 0.000121444 0.000187922 5.49225e-06 2.47337e-06 4.25039e-06 0.00873783
